Pret,Versiune,Vechime,Km,Putere,Capacitate cilindrica,Marca,Model,Combustibil,Transmisie,Norma de poluare,Cutie de viteze,Tip Caroserie,Optiuni culoare,Tara de origine,Stare
17999,3.0 TD AT Overland,9.0,144549,250,2987,Jeep,Grand Cherokee,Diesel,4x4 (automat),Euro 5b,Automata,SUV,Metalizata,Germania,Second hand
16990,TCe EDC FAP Intens,4.0,95557,155,1333,Renault,Captur,Benzina,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Second hand
98312,400 d 4MATIC Long Aut,3.0,89000,330,2925,Mercedes-Benz,S,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
10750,1.0 EcoBoost Titanium,7.0,79668,125,999,Ford,Focus,Benzina,Fata,Euro 6,Manuala,Compacta,Mat,Romania,Second hand
49989,250 4MATIC Coupe,1.0,3148,224,1991,Mercedes-Benz,CLA,Benzina,4x4 (automat),Euro 6,Automata,Coupe,Metalizata,Romania,Second hand
82110,xDrive40i,4.0,51800,340,2998,BMW,X7,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
16489,2.0 TDCi Aut. Titanium,5.0,140000,150,1997,Ford,Mondeo,Diesel,Fata,Euro 6d,Automata,Sedan,Perlat,Romania,Second hand
15500,D2 Kinetic,7.0,43970,120,1969,Volvo,V40,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Romania,Second hand
31990,2.5 Duratec FHEV 4x4 TITANIUM,1.0,5,152,2488,Ford,Kuga,Hibrid,4x4 (manual),Euro 6d-Temp,Automata,SUV,Metalizata,Spania,Second hand
42780,quattro 50 TDI tiptronic,4.0,76300,285,2967,Audi,A6 Allroad,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
89770,400 d 4MATIC,3.0,28046,330,2925,Mercedes-Benz,GLE Coupe,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
29190,520d xDrive AT,6.0,139444,190,1995,BMW,Seria 5,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
45577,350 Aut,5.0,63938,299,1991,Mercedes-Benz,CLS,Benzina,Spate,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
19890,730d xDrive,11.0,229000,258,2993,BMW,Seria 7,Diesel,4x4 (automat),Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
9199,120d DPF Aut. Edition Lifestyle,14.0,217000,177,1995,BMW,Seria 1,Diesel,Spate,Euro 5,Automata,Cabrio,Metalizata,Italia,Second hand
5900,1.4 TSI Highline,14.0,209000,122,1390,Volkswagen,Golf,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
11489,dCi EDC Zen,5.0,152100,90,1461,Renault,Captur,Diesel,Fata,Euro 6,Automata,SUV,Mat,Romania,Second hand
37499,300,5.0,78800,211,1991,Mercedes-Benz,E,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Belgia,Second hand
78594,V6 TDI Elegance,,7,286,2967,Volkswagen,Touareg,Diesel,4x4 (automat),Euro 6d-Temp,Automata,SUV,Metalizata,Romania,Nou
22900,Variant 2.0 TDI DSG 4Motion Highline,6.0,152987,190,1968,Volkswagen,Passat,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
31600,220 d 4MATIC Aut.,7.0,52592,194,1950,Mercedes-Benz,E,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
45350,450h Aut. Executive Plus,4.0,137000,262,3456,Lexus,Seria RX,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
42828,xDrive25d M Sport,5.0,55891,231,1995,BMW,X4,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
8190,Avant 2.0 TDI quattro,11.0,355365,177,1968,Audi,A4,Diesel,4x4 (automat),Euro 5,Manuala,Combi,Metalizata,Romania,Second hand
15988,1.6 TDI S tronic Design,5.0,160000,116,1598,Audi,A3,Diesel,Fata,Euro 6,Automata,Compacta,Perlat,Belgia,Second hand
15444,X 1.0l MT Dynamic,2.0,1750,72,998,Toyota,Aygo,Benzina,Fata,Euro 6,Manuala,Masina de oras,Metalizata,Romania,Second hand
28899,2.5 Duratec PHEV ST Line,4.0,49000,152,2488,Ford,Kuga,Hibrid,Fata,Euro 6,Automata,SUV,Perlat,Romania,Second hand
4799,1.6 TDI Ambiente,12.0,190000,105,1598,Skoda,Octavia,Diesel,Fata,Euro 5,Manuala,Combi,Metalizata,Germania,Second hand
66990,50 TDI quattro tiptronic,4.0,109000,286,2967,Audi,Q8,Diesel,4x4 (automat),Euro 6d-Temp,Automata,SUV,Metalizata,Germania,Second hand
33800,Avant 3.0 50 TDI quattro Tiptronic Sport,5.0,131000,286,2967,Audi,A6,Diesel,4x4 (automat),Euro 6d-Temp,Automata,Combi,Metalizata,Germania,Second hand
12790,1.5 dCi TEKNA,9.0,139000,110,1461,Nissan,Qashqai,Diesel,Fata,Euro 5,Manuala,SUV,Perlat,Franta,Second hand
19150,D3 Inscription,7.0,136531,150,1969,Volvo,XC 60,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Belgia,Second hand
52800,B5 MHEV AWD 7 locuri R-Design,4.0,83500,235,1969,Volvo,XC 90,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Germania,Second hand
14700,2.0 D-4D 2WD Executive,8.0,210000,143,1995,Toyota,RAV4,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Franta,Second hand
115595,400 d 4MATIC Aut.,3.0,37874,330,2925,Mercedes-Benz,GLS,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
8490,TCe Life,5.0,168500,90,898,Renault,Captur,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
20099,2.0 dCi ALL-MODE 4x4i Xtronic N-Connecta,5.0,214000,177,1995,Nissan,X-Trail,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
7600,1.6 TDI Blue Motion Technology Trendline,12.0,253000,105,1598,Volkswagen,Jetta,Diesel,Fata,Euro 5,Manuala,Sedan,Metalizata,Austria,Second hand
12350,xDrive20d Aut.,13.0,248292,184,1995,BMW,X3,Diesel,4x4 (manual),Euro 5,Automata,SUV,Metalizata,Belgia,Second hand
118900,350 d 4Matic L 9G-TRONIC,3.0,21000,286,2925,Mercedes-Benz,S,Diesel,4x4 (manual),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
59998,745Le xDrive,5.0,132463,286,2998,BMW,Seria 7,Hibrid,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
11299,2.0 TDI DPF BlueMotion Technology Life,10.0,223000,110,1968,Volkswagen,Tiguan,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Belgia,Second hand
17350,2.0 TDI SCR (BlueMotion Technology) Comfortline,8.0,201486,115,1968,Volkswagen,Tiguan,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Franta,Second hand
18990,2.0 D150 R-Dynamic SE,6.0,170000,150,1999,Land Rover,Range Rover Evoque,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Italia,Second hand
7550,1.5 dCi Visia,12.0,195908,110,1461,Nissan,Juke,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Franta,Second hand
37485,3.0 PDK S,6.0,151000,340,2997,Porsche,Macan,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
11900,TCe 100 Prestige,2.0,30000,101,999,Dacia,Sandero Stepway,Benzina + GPL,Fata,Euro 6d,Manuala,Compacta,Metalizata,Germania,Second hand
10499,ST,9.0,235000,185,1997,Ford,Focus,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Germania,Second hand
14990,1.6 TDI DSG Highline,5.0,62000,95,1598,Volkswagen,Polo,Diesel,Fata,Euro 6,Automata,Masina de oras,Metalizata,Germania,Second hand
29190,520d xDrive AT,7.0,145500,190,1995,BMW,Seria 5,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Franta,Second hand
35000,400 CDI Aut,21.0,294000,250,3996,Mercedes-Benz,G,Diesel,4x4 (automat),Euro 3,Automata,SUV,Metalizata,Germania,Second hand
10980,D4 Geartronic RDesign,10.0,186275,163,1984,Volvo,S60,Diesel,Fata,Euro 5,Automata,Sedan,Metalizata,Franta,Second hand
30650,1.5 eTSI MHEV,1.0,3550,150,1498,Cupra,Leon,Benzina,Fata,Euro 6,Automata,Compacta,Metalizata,Romania,Second hand
11490,Blue dCi 95 Comfort,3.0,124000,95,1461,Dacia,Dokker,Diesel,Fata,Euro 6b,Manuala,Monovolum,Metalizata,Grecia,Second hand
9000,1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Edition,6.0,129617,110,1598,Opel,Astra,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Germania,Second hand
89998,400 d 4MATIC,3.0,40000,330,2925,Mercedes-Benz,GLE,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
12398,1.5 EcoBlue Titanium,5.0,140000,100,1499,Ford,EcoSport,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Franta,Second hand
9650,2.0 CRDI High 4WD GLS Aut. Premium+,12.0,166214,184,1995,Hyundai,ix35,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
15000,1.6 TDI Style,6.0,103112,115,1598,Skoda,Octavia,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
14790,320d AT MHEV,6.0,130000,190,1995,BMW,Seria 3,Diesel,Spate,Euro 6d-Temp,Automata,Combi,Perlat,Belgia,Second hand
6490,2.0 TDI DPF Multitronic,15.0,278900,136,1968,Audi,A6,Diesel,Fata,Euro 5,Automata,Sedan,Metalizata,Romania,Second hand
7700,Sport Tourer 1.6 CDTI Start/Stop Aut. Edition,7.0,225000,136,1598,Opel,Insignia,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Romania,Second hand
16200,2.0 TDI SCR (BlueMotion Technology) Highline,6.0,234500,150,1968,Volkswagen,Tiguan,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
16890,2.0 EcoBoost Titanium,5.0,80000,240,1999,Ford,Mondeo,Benzina,Fata,Euro 6d,Automata,Sedan,Perlat,Romania,Second hand
14900,3.0 TDI DPF clean diesel quattro S tronic sport selection,11.0,300350,245,2967,Audi,A6,Diesel,4x4 (automat),Euro 5a,Automata,Sedan,Metalizata,Germania,Second hand
9890,180 CDI Edition,13.0,281514,120,2143,Mercedes-Benz,C,Diesel,Spate,Euro 5,Manuala,Sedan,Metalizata,Romania,Second hand
55040,250 e 8G-DCT,1.0,7,160,1332,Mercedes-Benz,GLA,Hibrid,Fata,Euro 6d,Automata,SUV,Metalizata,Germania,Nou
5899,ST 2.0 TDI 143 CP Sport,13.0,374000,143,1968,Seat,Exeo,Diesel,Fata,Euro 5,Manuala,Sedan,Metalizata,Finlanda,Second hand
45899,V6 TDI 4MOTION R-Line,6.0,96500,286,2967,Volkswagen,Touareg,Diesel,4x4 (automat),Euro 6d-Temp,Automata,SUV,Metalizata,Germania,Second hand
8590,Cross Country D2 Summum,9.0,203000,115,1560,Volvo,V40,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Franta,Second hand
35000,Coupe 2.0 TFSI Stronic quattro,5.0,16021,230,1984,Audi,TT,Benzina,4x4 (automat),Euro 6,Automata,Coupe,Metalizata,Romania,Second hand
12890,Energy dCi 110 Experience,7.0,161300,110,1461,Renault,Kadjar,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Franta,Second hand
14490,2.0 TDCi Trend,6.0,56668,150,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
8300,HDI FAP 115 Stop &amp; Start Allure,9.0,168000,115,1560,Peugeot,4008,Diesel,4x4 (automat),Euro 5b,Manuala,SUV,Metalizata,Belgia,Second hand
11490,2.0 TDI DPF BMT Sport&amp;Style,12.0,163969,110,1968,Volkswagen,Tiguan,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Italia,Second hand
13050,2.0 TDI 4Motion DSG Sport &amp; Style,11.0,168000,140,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
29197,xDrive30d,9.0,214380,258,2993,BMW,X5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
18449,D4 Geartronic Momentum,6.0,222800,190,1969,Volvo,V60,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
40300,2.0 TDI Quattro S tronic Sport,5.0,68000,190,1968,Audi,Q5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
13190,2.0 TDI,12.0,223591,140,1968,Audi,Q3,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
3999,2.2 CTDi Sport,18.0,255000,140,2204,Honda,Civic,Diesel,Fata,Euro 4,Manuala,Compacta,Metalizata,Germania,Second hand
9350,1.8 DI-D 4WD Instyle,13.0,153156,150,1798,Mitsubishi,ASX,Diesel,4x4 (manual),Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
10689,IV dCi Energy Intens,5.0,65641,90,1461,Renault,Clio,Diesel,Fata,Euro 6,Manuala,Masina de oras,Metalizata,Romania,Second hand
14500,1.6L XTRONIC Acenta Aut.,6.0,73930,117,1598,Nissan,Juke,Benzina,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Second hand
27770,220 d T 9G-TRONIC,5.0,169000,194,1950,Mercedes-Benz,E,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Danemarca,Second hand
71799,Tiptronic S,6.0,63577,340,2995,Porsche,Cayenne,Benzina,4x4 (automat),Euro 6,Automata,SUV,Perlat,Romania,Second hand
3999,1.0,11.0,168000,68,995,Chevrolet,Spark,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
14500,3.0 TDI DPF clean diesel quattro S tronic sport selection,11.0,300350,245,2967,Audi,A6,Diesel,4x4 (automat),Euro 5a,Automata,Sedan,Metalizata,Germania,Second hand
18489,Plug-in-Hybrid 1.6 GDI,5.0,84225,105,1580,Hyundai,IONIQ,Hibrid,Fata,Euro 6,Automata,Compacta,Perlat,Germania,Second hand
11699,320d,10.0,225500,184,1995,BMW,Seria 3,Diesel,Spate,Euro 5,Manuala,Combi,Metalizata,Germania,Second hand
212113,500 SW Long Aut.,1.0,1,422,3982,Mercedes-Benz,G,Benzina,4x4 (automat),Euro 6d,Automata,SUV,Perlat,Germania,Nou
9090,1.6 TWINPORT ECOTEC Enjoy,6.0,75942,115,1598,Opel,Astra,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
14999,ENERGY dCi 130 INTENS,7.0,217000,130,1598,Renault,Koleos,Diesel,Fata,Euro 6b,Manuala,SUV,Mat,Belgia,Second hand
38850,750d xDrive,7.0,160000,400,2993,BMW,Seria 7,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
4250,1.0 Blue,13.0,145125,68,998,Toyota,Aygo,Benzina,Fata,Euro 5,Manuala,Masina mica,Metalizata,Olanda,Second hand
14750,1.0 30 TFSI Basic,4.0,145000,116,999,Audi,Q2,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Franta,Second hand
13990,1.0 EcoBoost Titanium Business,5.0,71809,125,999,Ford,Focus,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
83090,740Ld xDrive MHEV,2.0,56000,340,2993,BMW,Seria 7,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Perlat,Romania,Second hand
17050,2.0 D-4D Elegance,6.0,61526,143,1995,Toyota,Avensis,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
26299,1.5 TFSI cylinder on demand Sportback S tronic,3.0,45771,150,1498,Audi,A3,Benzina,Fata,Euro 6,Automata,Compacta,Metalizata,Germania,Second hand
13490,2.0 TDI Quattro S-Tronic,12.0,214700,170,1968,Audi,Q5,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
57880,430d xDrive Coupe M Sport,2.0,28400,286,2993,BMW,Seria 4,Diesel,4x4 (automat),Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
3899,1.8 Edition,15.0,170000,140,1796,Opel,Astra,Benzina,Fata,Euro 4,Manuala,Compacta,Metalizata,Germania,Second hand
12500,2.0 Hybrid,8.0,226500,187,1999,Ford,Mondeo,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Spania,Second hand
16399,BLUE dCi 115 EDC BOSE EDITION,4.0,148874,115,1461,Renault,Kadjar,Diesel,Fata,Euro 6,Automata,SUV,Perlat,Franta,Second hand
105299,400 d 4Matic 9G-TRONIC AMG Line,1.0,8562,330,2925,Mercedes-Benz,GLE,Diesel,4x4 (manual),Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
9490,1.5 DCI Laureate,5.0,29851,75,1461,Dacia,Logan,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
7590,520d,15.0,280455,177,1995,BMW,Seria 5,Diesel,Spate,Euro 5,Manuala,Sedan,Metalizata,Spania,Second hand
6999,L1 (6-Si.),15.0,195000,90,1560,Citroën,Jumpy,Diesel,Fata,Euro 4,Manuala,Monovolum,Metalizata,Germania,Second hand
29089,2.0 TDI DSG R Executive,4.0,106700,150,1968,Volkswagen,Passat,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
69500,750d xDrive,4.0,96840,400,2993,BMW,Seria 7,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
100089,400 d 4MATIC Aut,3.0,43500,330,2925,Mercedes-Benz,S,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
32890,D4 AWD R-Design,5.0,54661,190,1969,Volvo,XC 40,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
18900,2.0 TDI DSG 4Motion Highline,6.0,156804,190,1968,Volkswagen,Passat,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
9999,2.0 TDI (BlueMotion Technology) Comfortline,9.0,245000,150,1968,Volkswagen,Golf Sportsvan,Diesel,Fata,Euro 6,Manuala,Monovolum,Perlat,Germania,Second hand
27090,250 d 9G-TRONIC,8.0,102936,204,2143,Mercedes-Benz,GLE,Diesel,Spate,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
25968,"1,6 CRDI AWD Eco-Dynamics+ (48V M-H) DCT Vision",4.0,45867,136,1598,Kia,Sportage,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
58999,L 50 TDI quattro tiptronic,5.0,95490,286,2967,Audi,A8,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
22900,3.0 TDI Quattro S-Tronic,8.0,205373,218,2967,Audi,A7,Diesel,4x4 (automat),Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
23781,2.0 CRDi 4WD Automatik Style,5.0,101000,185,1995,Hyundai,Tucson,Hibrid,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
25299,650i xDrive,10.0,127000,450,4395,BMW,Seria 6,Benzina,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
15400,2.0 TDI Quattro Stronic,8.0,207000,184,1968,Audi,Q3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
7250,3.0 TDI Quattro Tip,16.0,242000,240,2967,Audi,A4,Diesel,4x4 (automat),Euro 4,Automata,Sedan,Metalizata,Romania,Second hand
13989,1.5 VVT-i HSD Luna,6.0,54565,73,1497,Toyota,Yaris,Hibrid,Fata,Euro 6,Automata,Masina de oras,Metalizata,Romania,Second hand
19550,740d xDrive,10.0,210145,313,2993,BMW,Seria 7,Diesel,4x4 (automat),Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
9490,1.5 BlueHDI FAP Active,6.0,108364,102,1499,Peugeot,2008,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
14890,528i Sport-Aut.,11.0,256800,245,1997,BMW,Seria 5,Benzina,Spate,Euro 6,Automata,Sedan,Perlat,Olanda,Second hand
42207,250 (BlueTEC) d lang 4Matic 7G-TRONIC,8.0,174500,190,2143,Mercedes-Benz,V,Diesel,4x4 (automat),Euro 6,Automata,Monovolum,Metalizata,Germania,Second hand
37799,xDrive30d M Sport X,4.0,126241,265,2993,BMW,X4,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
14950,2.0 TDCi Powershift Trend,6.0,64435,150,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Automata,Sedan,Mat,Romania,Second hand
13290,1.5 EcoBlue Trend,5.0,98998,120,1499,Ford,Focus,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
9750,X 1.6 CDTI ECOTEC START/STOP Ultimate,6.0,198000,136,1598,Opel,Mokka,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
6990,1.6 TDI Ambition,12.0,206000,105,1598,Audi,A1,Diesel,Fata,Euro 5,Manuala,Masina mica,Metalizata,Germania,Second hand
9290,2.0 TSI GTI,14.0,186299,210,1984,Volkswagen,Golf,Benzina,Fata,Euro 5,Manuala,Coupe,Perlat,Germania,Second hand
43479,AMG 63 S AMG Speedshift 7G-MCT,8.0,159000,510,3982,Mercedes-Benz,C,Benzina,Spate,Euro 6b,Automata,Sedan,Metalizata,Germania,Second hand
24500,3.0 TDI ultra DPF quattro tiptronic,8.0,230000,262,2967,Audi,A8,Diesel,4x4 (automat),Euro 6b,Automata,Sedan,Metalizata,Italia,Second hand
12850,Energy dCi 110 LIMITED,9.0,137995,110,1461,Renault,Kadjar,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Franta,Second hand
15490,2.0 TDI DSG Highline,5.0,161000,150,1968,Volkswagen,Golf,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Romania,Second hand
12199,1.6 TDI Trendline,7.0,147800,115,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Germania,Second hand
14994,Blue dCi EDC Intens,5.0,180000,116,1461,Renault,Kadjar,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
84371,300 d Combi Lung 237 CP AWD 9AT EXCLUSIVE,1.0,19500,237,1950,Mercedes-Benz,V,Diesel,4x4 (automat),Euro 6d,Automata,Monovolum,Metalizata,Germania,Second hand
103380,AMG 53 MHEV 4MATIC+,3.0,22598,435,2999,Mercedes-Benz,GLE Coupe,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
16989,sDrive18d Aut. Advantage,6.0,215564,150,1995,BMW,X1,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Belgia,Second hand
24800,2.5 VVT-i HSD 4x4 Executive,6.0,31000,155,2494,Toyota,RAV4,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
4849,1.6 HDi Seduction,13.0,188870,110,1560,Citroën,C4 Grand Picasso,Diesel,Fata,Euro 5,Manuala,Monovolum,Metalizata,Franta,Second hand
16290,2.0 TDI quattro S tronic,11.0,210000,177,1968,Audi,Q5,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
22890,220 d 4Matic 9G-TRONIC AMG Line,7.0,190000,170,2143,Mercedes-Benz,GLC,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
9100,"+2 1.6 dCi Stop&amp;Start ""All Mode 4x4-i"" Tekna",13.0,192810,130,1598,Nissan,Qashqai+2,Diesel,4x4 (manual),Euro 5,Manuala,SUV,Perlat,Germania,Second hand
50180,1.5 P300e PHEV,3.0,27000,200,1497,Land Rover,Discovery Sport,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
18300,320d Efficient Dynamic Edition Aut.,7.0,185000,163,1995,BMW,Seria 3,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Olanda,Second hand
5400,2.5 dCi LE Plus,18.0,274042,171,2488,Nissan,Pathfinder,Diesel,4x4 (manual),Euro 3,Manuala,SUV,Metalizata,Romania,Second hand
25800,xDrive30d AT M Sport,6.0,140000,258,2993,BMW,X4,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Ungaria,Second hand
22900,2.0 TDI quattro S tronic,10.0,174000,190,1968,Audi,A6,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
23800,1.2 L PureTech STT EAT8 GT,2.0,2087,100,1199,Peugeot,208,Benzina,Fata,Euro 6,Automata,Masina de oras,Perlat,Romania,Second hand
32689,Combi 2.0 Blue dCi 110 S&amp;S L2 8+1 Life,1.0,5,110,1997,Renault,Trafic,Diesel,Fata,Euro 6,Manuala,Combi,Perlat,Romania,Second hand
11189,1.0 TSI DSG Style,6.0,181410,115,999,Skoda,Octavia,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
14999,2.0 TDI,10.0,223000,150,1968,Audi,Q5,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
34391,4x4 Double Cab A/T Invincible,5.0,110530,150,2393,Toyota,Hilux,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
37899,250 4MATIC Aut.,4.0,76364,224,1991,Mercedes-Benz,GLB,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
25700,118d Aut. Sport Line,3.0,47064,150,1995,BMW,Seria 1,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Germania,Second hand
14999,1.5 VVT-i HSD Terra,5.0,36139,73,1497,Toyota,Yaris,Hibrid,Fata,Euro 6,Automata,Masina mica,Metalizata,Romania,Second hand
4400,1.6 TDCi DPF Start-Stopp-System Business,13.0,210535,115,1560,Ford,Focus,Diesel,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
13290,218d Gran Tourer Aut. Advantage,9.0,152400,150,1995,BMW,Seria 2,Diesel,Fata,Euro 6,Automata,Monovolum,Metalizata,Spania,Second hand
9190,316d,12.0,276041,116,1995,BMW,Seria 3,Diesel,Spate,Euro 5,Manuala,Combi,Metalizata,Romania,Second hand
10199,SW BlueHDi 150 Stop&amp;Start Allure,10.0,196900,150,1997,Peugeot,508,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Franta,Second hand
32900,200 7G-DCT Progressive,2.0,23025,163,1332,Mercedes-Benz,A,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
68969,200 Coupe 9G-TRONIC AMG Line,2.0,7486,197,1991,Mercedes-Benz,E,Benzina,4x4 (automat),Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
24590,2.0 TDI DSG FR,3.0,73000,150,1968,Seat,Ateca,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
18990,2.0 TDI DSG Ambition,6.0,154547,150,1968,Skoda,Superb,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
7099,1.2 TSI Joy,8.0,222034,90,1197,Skoda,Fabia,Benzina,Fata,Euro 6,Manuala,Combi,Metalizata,Germania,Second hand
